term,new_term,file
"origins","edge connector","/app/src/content/docs/pt-br/pages/devtools/cli/azion-cli/comandos/update/update.mdx"
"origins","edge connector","/app/src/content/docs/pt-br/pages/devtools/cli/azion-cli/comandos/delete/delete.mdx"
"origins","edge connector","/app/src/content/docs/pt-br/pages/devtools/cli/azion-cli/comandos/create/create.mdx"
"origins","edge connector","/app/src/content/docs/pt-br/pages/devtools/cli/azion-cli/comandos/list/list.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/integrations/ab-testing-marketplace.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/wordpress-edgeaccelerator.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/bot-starter-kit.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/dynamic-and-static-file-optimization.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/azion-starter-kit.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/image-optimization.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/static-cache.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/videoteca-static-cache.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/marketplace/templates/edge-application-proxy.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/edge-application/ea-customize-error-responses.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/edge-application/ea-configure-ports/custom-ports.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/guides/edge-application/ea-cors/check-cors-permissions.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/changelog/previous-years/previous-years-changelog.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/store-journey/storage/use-bucket-as-origin.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/build-journey/build-with-edge-app/build-with-edge-apps.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/build-journey/advanced-configurations/multiple-origins.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/build-journey/edit-edge-app/edit-rules-engine/rules-engine.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/build-journey/edit-edge-app/edit-origins/origins.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/build-journey/overview/overview.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/terraform/terraform.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/azion-lib/usage/application.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/cli/azion-cli/config/azion-config-js.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/cli/azion-cli/commands/describe/describe.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/cli/azion-cli/commands/update/update.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/cli/azion-cli/commands/delete/delete.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/cli/azion-cli/commands/create/create.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/devtools/cli/azion-cli/commands/list/list.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/store/object-storage/index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/secure/edge-firewall/network-layer-protection/network-layer-protection.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/build/edge-application/load-balancer.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/build/edge-application/first-steps.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/build/edge-application/origins.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/build/edge-application/edge-application.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/build/edge-application/error-responses.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/build/edge-application/rules-engine.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/services/integration-services/managed-configurations.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/reference/observe/real-time-metrics/real-time-metrics.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/additional-resources/migrate-to-azion/migrate-to-azion.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/main-menu/release-notes/release-notes.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/architectures/api-gateways/api-gateways-security.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/architectures/edge-firewall/online-fraud-prevention.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/architectures/edge-application/serverless-apps.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/architectures/edge-application/application-modernization.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/15-may-2019/2021-01-14-index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/9-july-2025/terms-of-service.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/18-september-2023/18-september-2023.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/29-august-2024/29-august-2024.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/15-march-2024/15-march-2024.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/30-march-2023/30-march.2023.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/24-may-2024/24-may-2024.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/23-september-2022/2022-09-23-index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/3-march-2023/2023-03-30-.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/10-november-2020/2022-05-10-index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/8-november-2024/2024-11-08-index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/18-august-2020/2021-01-14-index.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/terms-of-service.mdx"
"origins","edge connector","/app/src/content/docs/en/pages/agreements/tos/21-february-2024/21-february-2024.mdx"
